A42	STATUS	PROGRESS	YEAR	MONTH	START DATE	END DATE	DURATION (DAYS)	ORGANIZER	STATE	VENUE	BRAND	EVENT TYPE	CONTRACTOR	AGREEMENT / QUOTATION APPROVAL	FLOORPLAN	BOOTH NO	SIZE (SQM)	SEND FLOORPLAN TO DESIGNER 	3D CHECKED BY MGT	3D APPROVED BY PETER	3D UPLOADED IN NOTION	WEEKEND ACTIVITY(THEME)	LICENSE(FROM MAJLIS)	WORK / LOADING BAY PERMIT	DECO / COFFE TABLE	SEC DEPO REFUND	TOTAL SALES (RM)	RENTAL (RM)	LINK NOTION 	GCAL ID
2025-09-MEGAHOME-JOHOR-AICCAUSTIN-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	13/09/2025	16/09/2025	4	MEGAHOME	JOHOR	AICC AUSTIN	AKEMI	EXHIBITION	DREAMART	True	True	A047-A050, A055-A058	36	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/JOHOR-Akemi-MEGAHOME-AICC-AUSTIN-25d7ce8e74e1800283cbfd73643fa2d4?source=copy_link	s73c2q5c8skq953gqufreugch4@google.com
2025-09-HOMELOVE-PUTRAJAYA-IOIGECC-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	13/09/2025	16/09/2025	4	HOMELOVE	PUTRAJAYA	IOIGECC	AKEMI	EXHIBITION	DREAMART	True	True	11,012,013,018,019,000	54	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-PUTRAJAYA-IOIGECC-25d7ce8e74e1800bb935e6eba1ce03b4?source=copy_link	blv2v26340jkuhupqf93snhqdk@google.com
2025-09-KAI HAO (KL CHEN)-KL-AEONRAWANG-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	15/09/2025	21/09/2025	7	KAI HAO (KL CHEN)	KL	AEON RAWANG	AKEMI	SOLO	DREAMART	True	True	CENTER COURT	1000	True	True	DONE	True	DONE	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Akemi-SOLO-AEON-RAWANG-2a77ce8e74e180d9b4b7d77a27d0037d?source=copy_link	74ns9dv0sgcgua5pmuqv6ci2sc@google.com
2025-09-MLE-JOHOR-MVECSOUTHKEY-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	19/09/2025	21/09/2025	3	MLE	JOHOR	MVEC SOUTHKEY	AKEMI	EXHIBITION	DREAMART	True	True	C20	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/JOHOR-Akemi-MLE-MID-VALLEY-SOUTHKEY-25d7ce8e74e18003a13ff96fe075b892?source=copy_link	6qocnc2gr2bflmvohq1m76s30k@google.com
2025-09-KAI HAO (KL CHEN)-MELAKA-MAHKOTAPARADE-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	19/09/2025	28/09/2025	10	KAI HAO (KL CHEN)	MELAKA	MAHKOTA PARADE	AKEMI	SOLO	DREAMART	True	True	GROUND FLOOR ( MAIN ENTRANCE)	432	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/MELAKA-Akemi-SOLO-MAHKOTA-PARADE-26b7ce8e74e180359b5dd7f4dd078be8?source=copy_link	b3oerjhqd8jmkgmaf4llomai5c@google.com
2025-09-KAI HAO (KL CHEN)-KL-BLOOMSVALE-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	19/09/2025	28/09/2025	10	KAI HAO (KL CHEN)	KL	BLOOMSVALE	AKEMI	SOLO	DREAMART	True	True	CONCOURSE(PSG-2C)	600	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Akemi-SOLO-BLOOMSVALE-2727ce8e74e180078372c58d0a0bb451?source=copy_link	3to7qhihnoe3p8n42vpu06muv0@google.com
2025-09-HOMELOVE-KL-STADIUMBUKITJALIL-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	25/09/2025	28/09/2025	4	HOMELOVE	KL	STADIUM BUKIT JALIL	AKEMI	EXHIBITION	DREAMART	True	True	079-086	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-HOMELOVE-STADIUM-BUKIT-JALIL-25d7ce8e74e18090b1b0f9da04fd177c?source=copy_link	rg2oj28qt6hi0e4a78tqpivg9o@google.com
2025-09-HOMELOVE-KL-STADIUMBUKITJALIL-ZANOTTI	CONFIRMED	COMPLETED	2025	SEPTEMBER	25/09/2025	28/09/2025	4	HOMELOVE	KL	STADIUM BUKIT JALIL	ZANOTTI	EXHIBITION	DREAMART	True	True	187-189, 204-206	54	True	True	DONE	True	NO NEED	NO NEED	DONE	DONE				https://chlorinated-glue-adf.notion.site/KL-Zanotti-HOMELOVE-STADIUM-BUKIT-JALIL-2717ce8e74e180a0b708fce8cce7c438?source=copy_link	mka7gthg7a9tokgfq4o5rt76p0@google.com
2025-09-MYHOME-KL-SPCC-AKEMI	CONFIRMED	COMPLETED	2025	SEPTEMBER	26/09/2025	28/09/2025	3	MYHOME	KL	SPCC	AKEMI	EXHIBITION	DREAMART	True	True	A912	72	True	True	DONE	True	NO NEED	NO NEED	DONE	NO NEED				https://chlorinated-glue-adf.notion.site/KL-Akemi-MYHOME-SPCC-SUNWAY-PYRAMID-25d7ce8e74e1806face3daccf498e109?source=copy_link	9i2996slsp4d1804lpa417vfkg@google.com
2026-09-MYHOME-KL-THESTARLINGMALL-AKEMI	CONFIRMED		2026	SEPTEMBER	04/09/2026	06/09/2026	3	MYHOME	KL	THE STARLING MALL	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					je31d6onhd1mdn0rr5c3249slc@google.com
2026-09-HOMELOVE-PENANG-SETIASPICECONVENTIONCENTRE-AKEMI	CONFIRMED		2026	SEPTEMBER	04/09/2026	06/09/2026	3	HOMELOVE	PENANG	SETIA SPICE CONVENTION CENTRE	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					90jjfk0gbt67fqh1dh05j5q4uk@google.com
2026-09-HOMELOVE-PENANG-SETIASPICECONVENTIONCENTRE-DUNLOPILLO	CONFIRMED		2026	SEPTEMBER	04/09/2026	06/09/2026	3	HOMELOVE	PENANG	SETIA SPICE CONVENTION CENTRE	DUNLOPILLO	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					2sseiebftasddm2669qddf2dgk@google.com
2026-09-MYHOME-KL-THESTARLINGMALL-ZANOTTI	CONFIRMED		2026	SEPTEMBER	04/09/2026	06/09/2026	3	MYHOME	KL	THE STARLING MALL	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					fir46o4u81pl2r2gsp281eo1sc@google.com
2026-09-MYHOME-KL-THESTARLINGMALL-ERGOTEX	CONFIRMED		2026	SEPTEMBER	04/09/2026	06/09/2026	3	MYHOME	KL	THE STARLING MALL	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					htjji6rttaim7jjtlj4j1n5364@google.com
2026-09-REX-KL-MIDVALLEY-AKEMI	CONFIRMED		2026	SEPTEMBER	11/09/2026	13/09/2026	3	REX	KL	MID VALLEY	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					5d95g06ihs0ogejocfkvcadb9c@google.com
2026-09-REX-KL-MIDVALLEY-ZANOTTI	CONFIRMED		2026	SEPTEMBER	11/09/2026	13/09/2026	3	REX	KL	MID VALLEY	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					e5oom1235ecscq2spuim6hecog@google.com
2026-09-REX-KL-MIDVALLEY-ERGOTEX	CONFIRMED		2026	SEPTEMBER	11/09/2026	13/09/2026	3	REX	KL	MID VALLEY	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					c934uu4rl26hl1pv6nococ4130@google.com
2026-09-MALL MGT-PUTRAJAYA-IOIMALLPUTRAJAYA-AKEMI	CONFIRMED		2026	SEPTEMBER	16/09/2026	20/09/2026	5	MALL MGT	PUTRAJAYA	IOI MALL PUTRAJAYA	AKEMI	SOLO	DREAMART	False	False	LG, EAST COURT		False	False		False				FALSE					13vo74k0l1vbjevhjlhufa9v6k@google.com
2026-09-MLE-JOHOR-MVECSOUTHKEY-AKEMI	CONFIRMED		2026	SEPTEMBER	18/09/2026	20/09/2026	3	MLE	JOHOR	MVEC SOUTHKEY	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					hde63e50bm6rm0s21q957vofek@google.com
2026-09-MLE-JOHOR-MVECSOUTHKEY-ZANOTTI	CONFIRMED		2026	SEPTEMBER	18/09/2026	20/09/2026	3	MLE	JOHOR	MVEC SOUTHKEY	ZANOTTI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					o1bt38o75vkea6pqsp450fmdgg@google.com
2026-09-MLE-JOHOR-MVECSOUTHKEY-ERGOTEX	CONFIRMED		2026	SEPTEMBER	18/09/2026	20/09/2026	3	MLE	JOHOR	MVEC SOUTHKEY	ERGOTEX	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					i0gtgl8ttk5jt362fnbj8cdvjg@google.com
2026-09-MEGAHOME-JOHOR-AICCAUSTIN-AKEMI	CONFIRMED		2026	SEPTEMBER	25/09/2026	27/09/2026	3	MEGAHOME	JOHOR	AICC AUSTIN	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					nrmhflq0e4i5uhhihbm7ch8gqk@google.com
2026-09-MLE-PENANG-PWCC-AKEMI	CONFIRMED		2026	SEPTEMBER	25/09/2026	27/09/2026	3	MLE	PENANG	PWCC	AKEMI	EXHIBITION	DREAMART	False	False			False	False		False				FALSE					vjnrs0f9g965b1cu51otn6902s@google.com
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
